institution_name,Fiscal Year,timestep,reverse_timestep,EUI-Adjusted Floor Space,gsf,Weighted Campus User,fte_per_gsf,Maintained Acres,Total Enrollment (FTE)2,Faculty (FTE)3,Staff (FTE)4,E-Grid Pre-2006,E-Grid,Scope 1 Emissions,Scope 2 Emissions,Scope 3 Emissions,Gross Emissions,Net Emissions,net_mtcde_per_gsf,Stationary Emissions,Fleet Emissions,Refrigerant Emissions,Agricultural Emissions,Purchased Electric Emissions,Purchased Steam Emissions,Purchased Chilled Water Emissions,Student Community Emissions,Employee Commuting Emissions,Other Travel Emissions,Waste Emissions,Wasterwater  Emissions,Paper Emissions,T&D Losses Emissions,Landfilled Waste,Incinerated Waste,C&D Waste,Recycling,Compost,Other,Waste
k,2017,15,4,"1,055,023",1055023,806,0.00076,90,651,131,230,NEWE,NEWE,3691.50572,1616.408763,1963.386831,7271.301315,"7,271.30",0.00689,3345.571946,308.7801784,28.79767239,8.355923167,1616.408763,0,0,82.32029215,320.0168369,1001.891468,443.3715,5.705158136,25.54457079,84.53700468,151.05,0,42,144.5,100,0,437.55
k,2018,16,3,"1,055,023",1055023,806,0.00076,90,651,131,230,NEWE,NEWE,3691.50572,1616.408763,1963.386831,7271.301315,"7,271.30",0.00689,3345.571946,308.7801784,28.79767239,8.355923167,1616.408763,0,0,82.32029215,320.0168369,1001.891468,443.3715,5.705158136,25.54457079,84.53700468,151.05,0,42,144.5,100,0,437.55
k,2019,17,2,"1,055,023",1055023,806,0.00076,90,651,131,230,NEWE,NEWE,3691.50572,1616.408763,1963.386831,7271.301315,"7,271.30",0.00689,3345.571946,308.7801784,28.79767239,8.355923167,1616.408763,0,0,82.32029215,320.0168369,1001.891468,443.3715,5.705158136,25.54457079,84.53700468,151.05,0,42,144.5,100,0,437.55
k,2020,18,1,"1,055,023",1055023,806,0.00076,90,651,131,230,NEWE,NEWE,3691.50572,1616.408763,1963.386831,7271.301315,"7,271.30",0.00689,3345.571946,308.7801784,28.79767239,8.355923167,1616.408763,0,0,82.32029215,320.0168369,1001.891468,443.3715,5.705158136,25.54457079,84.53700468,151.05,0,42,144.5,100,0,437.55
l,2016,14,5,"1,176,948",1176948,"3,002",0.00255,0,3480,198,325,ROCK,RMPA,3747.075929,8605.882115,4922.71754,17275.67558,"17,275.68",0.01468,3512.293599,181.936326,42.6957426,10.15026065,8605.882115,0,0,966.1390785,599.9340403,489.5956034,2422.557,11.53125288,0,432.9605643,781.47,0,0,111.3054696,4,135,1031.77547
l,2014,12,7,"1,179,766",1179766,"3,064",0.0026,0,3595,181,309,ROCK,RMPA,3702.62157,8179.562802,4615.673626,16497.858,"16,497.86",0.01398,3316.212039,182.7739582,194.4604921,9.175080653,8179.562802,0,0,998.6227504,567.4933608,317.4454551,2308.725,11.87455248,0,411.5125073,744.75,0,0,111.3054696,27.405,135,1018.46047
l,2015,13,6,"1,179,766",1179766,"3,039",0.00258,0,3544,199,309,ROCK,RMPA,3323.165147,8273.482626,4722.373278,16319.02105,"16,319.02",0.01383,3010.733997,178.732077,133.6990726,0,8273.482626,0,0,983.9071535,575.8569602,463.8820118,2271.06,11.4295536,0,416.2375987,732.6,0,0,111.3054696,27.48,135,1006.38547
l,2012,10,9,"1,196,266",1196266,"3,009",0.00252,0,3520,192,300,ROCK,RMPA,3768.278894,9687.314718,5082.543316,18538.13693,"18,538.14",0.0155,3659.500226,102.7136778,0,6.064990456,9687.314718,0,0,978.3399918,559.5628405,640.3964834,2296.17,15.58373688,0,592.4902631,740.7,0,0,111.3054696,24.5475,135,1011.55297
l,2013,11,8,"1,196,266",1196266,"3,064",0.00256,0,3602,182,301,ROCK,RMPA,3673.27003,8936.615121,4886.948877,17496.83403,"17,496.83",0.01463,3377.140971,192.2086659,85.83237699,18.08801614,8936.615121,0,0,1000.944952,555.7103237,472.0519166,2300.355,11.31030216,0,546.5763835,742.05,0,0,111.3054696,24.5475,135,1012.90297
l,2017,15,4,"1,237,786",1237786,"2,675",0.00216,0,3043,198,325,ROCK,RMPA,3449.408891,3897.280548,4830.996502,12177.68594,"12,177.69",0.00984,3209.877321,186.6855669,42.6957426,10.15026065,3897.280548,0,0,870.5199039,618.2446397,489.98388,2422.557,12.6556236,0,417.0354551,781.47,0,0,111.3054696,4,135,1031.77547
l,2018,16,3,"1,237,786",1237786,"2,675",0.00216,0,3043,198,325,ROCK,RMPA,3449.408891,3897.280548,4830.996502,12177.68594,"12,177.69",0.00984,3209.877321,186.6855669,42.6957426,10.15026065,3897.280548,0,0,870.5199039,618.2446397,489.98388,2422.557,12.6556236,0,417.0354551,781.47,0,0,111.3054696,4,135,1031.77547
l,2019,17,2,"1,237,786",1237786,"2,675",0.00216,0,3043,198,325,ROCK,RMPA,3449.408891,3897.280548,4830.996502,12177.68594,"12,177.69",0.00984,3209.877321,186.6855669,42.6957426,10.15026065,3897.280548,0,0,870.5199039,618.2446397,489.98388,2422.557,12.6556236,0,417.0354551,781.47,0,0,111.3054696,4,135,1031.77547
l,2020,18,1,"1,237,786",1237786,"2,675",0.00216,0,3043,198,325,ROCK,RMPA,3449.408891,3897.280548,4830.996502,12177.68594,"12,177.69",0.00984,3209.877321,186.6855669,42.6957426,10.15026065,3897.280548,0,0,870.5199039,618.2446397,489.98388,2422.557,12.6556236,0,417.0354551,781.47,0,0,111.3054696,4,135,1031.77547
m,2009,7,12,"1,246,755",1246755,"2,882",0.00231,114,3180,231,431,NYUP,NYUP,3195.904219,7017.583054,5975.002297,16188.48957,"16,188.49",0.01298,2922.506001,261.4355028,0,11.9627148,7017.583054,0,0,1062.535693,1289.333774,2848.583987,0,21.54590949,58.95625788,694.0466756,0,0,0,11,0,0,11
m,2008,6,13,"1,246,755",1246755,"2,710",0.00217,114,3092,283,238,NYUP,NYUP,3174.676259,6774.398014,5563.659723,15512.734,"15,512.73",0.01244,2806.768315,348.9953423,0,18.91260162,6774.398014,0,0,1059.440621,923.5062979,2888.233031,0,22.48436548,0,669.995408,0,0,0,11,0,0,11
m,2007,5,14,"1,246,755",1246755,"2,687",0.00215,114,3061,283,238,NYUP,NYUP,2790.928238,6613.596865,5755.441539,15159.96664,"15,159.97",0.01216,2564.267289,213.5720371,0,13.0889118,6613.596865,0,0,1097.883465,931.5458656,3046.632432,0,25.28777895,0,654.0919976,0,0,0,11,0,0,11
m,2005,3,16,"1,246,755",1246755,"2,725",0.00219,114,3113,285,235,NYUP,NYUP,4075.120394,0,2118.988733,6194.109127,"6,194.11",0.00497,3889.396016,185.7243779,0,0,0,0,0,1146.365442,972.6232916,0,0,0,0,0,0,0,0,11,0,0,11
m,2006,4,15,"1,246,755",1246755,"2,753",0.00221,114,3149,283,238,NYUP,NYUP,3030.262697,0,2061.705008,5091.967705,"5,091.97",0.00408,2788.059353,242.2033444,0,0,0,0,0,1115.30611,946.3988974,0,0,0,0,0,0,0,0,11,0,0,11
m,2010,8,11,"1,293,493",1293493,"2,854",0.00221,114,3181,243,382,NYUP,NYUP,3410.161358,7291.960973,5766.3444,16468.46673,"16,468.47",0.01273,3115.091443,279.8074022,7.967259261,7.2952539,7291.960973,0,0,995.5793174,1206.823163,2990.032795,-39.5136,19.4446847,113.6506176,480.3274229,1176,0,0,11,0,0,1187
m,2011,9,10,"1,388,594",1388594,"3,040",0.00219,114,3304,254,495,NYUP,NYUP,3679.571904,7045.553847,5774.249268,16499.37502,"16,499.38",0.01188,3421.032578,226.6975214,20.43480347,11.40700132,7045.553847,0,0,999.7931448,1474.509984,2747.731789,-43.6128,18.71943294,113.0113329,464.0963843,1298,0,0,33,0,0,1331
m,2013,11,8,"1,388,594",1388594,"2,945",0.00212,127,3162,267,497,NYUP,NYUP,3649.679942,6595.446258,4961.556254,15206.68245,"15,206.68",0.01095,3284.680432,288.9195779,72.29030421,3.789627878,6595.446258,0,0,690.2358864,1030.524643,2402.437005,77.52528,18.74416935,142.5604935,599.5287776,461.46,0,0,156,0,0,617.46
m,2012,10,9,"1,388,594",1388594,"3,002",0.00216,114,3243,263,497,NYUP,NYUP,2993.009182,6265.407648,5783.210493,15041.62732,"15,041.63",0.01083,2696.624148,273.5547189,18.52073439,4.30958052,6265.407648,0,0,964.417821,1459.038891,2530.02383,104.98656,19.68689743,135.5283615,569.5281322,624.92,0,0,99,0,0,723.92
m,2016,14,5,"1,410,847",1410847,"2,898",0.00205,127,3104,265,495,NYUP,NYUP,3482.137455,6047.426086,4595.200403,14124.76394,"14,124.76",0.01001,3097.293031,320.3981708,60.63980687,3.806445754,6047.426086,0,0,767.285427,970.6263817,2335.874832,97.45904,18.46568134,121.8576675,283.6313742,621.55,0,0,156,0,0,777.55
m,2014,12,7,"1,412,589",1412589,"2,894",0.00205,127,3122,264,473,NYUP,NYUP,4152.830546,7273.051147,4724.936232,16150.81793,"16,150.82",0.01143,3780.977243,300.0149597,68.0431102,3.795233837,7273.051147,0,0,776.9163748,954.1873904,2457.797205,74.957792,18.46568134,135.6595515,306.9522371,514.82,0,0,156,0,0,670.82
m,2015,13,6,"1,412,589",1412589,"2,870",0.00203,127,3093,262,473,NYUP,NYUP,4105.322837,6901.690204,4591.919078,15598.93212,"15,598.93",0.01104,3727.417211,309.7543845,64.3504011,3.800839795,6901.690204,0,0,765.9798947,946.8238826,2357.883246,82.728464,18.46568134,128.7586095,291.2793001,568.19,0,0,156,0,0,724.19
m,2019,17,2,"1,418,790",1418790,"2,915",0.00205,127,3076,286,525,NYUP,NYUP,4155.975944,5823.571394,6258.005295,16237.55263,"16,237.55",0.01144,3844.104043,311.0635414,0,0.80835918,5823.571394,0,0,882.5900294,1149.400153,860.9354155,2954.76216,34.8278792,77.48309527,298.0065628,3742.1,0,0,140.1588,265.53,0,4147.7888
m,2018,16,3,"1,418,790",1418790,"2,938",0.00207,127,3089,288,541,NYUP,NYUP,4784.571309,5894.274718,5041.018431,15719.86446,"15,719.86",0.01108,4269.880812,314.0910643,189.3875151,11.2119168,5894.274718,0,0,882.9354509,1226.45598,1053.345998,1459.433472,34.42411771,82.79878596,301.6246269,1848.32,0,0,66.1822,5.4275,0,1919.9297
m,2017,15,4,"1,418,790",1418790,"2,886",0.00203,127,3109,257,482,NYUP,NYUP,4144.460671,6123.786838,4499.636328,14767.88384,"14,767.88",0.01041,3752.528917,331.1909895,56.92921263,3.81155118,6123.786838,0,0,839.8743519,948.2388352,2185.896178,105.827456,17.63021733,114.9565069,287.212783,674.92,0,0,181,0,0,855.92
m,2020,18,1,"1,418,790",1418790,"2,903",0.00205,127,3091,282,497,NYUP,NYUP,4219.667632,5089.667879,4528.589095,13837.92461,"13,837.92",0.00975,3539.349092,307.7455494,363.6885479,8.884443,5089.667879,0,0,634.3615837,733.5259534,1012.173704,1801.614528,32.59790741,53.86451506,260.4509034,2281.68,0,0,81.3446,170.7575,0,2533.7821
m,2021,19,0,"1,420,422",1420422,"2,829",0.00199,127,3315,271,186,NYUP,NYUP,3747.106626,5184.729525,1824.14064,10755.97679,"10,755.98",0.00757,3308.196007,132.9995091,305.9036015,0.00750798,5184.729525,0,0,841.9624363,615.2240688,12.48672728,51.5872,11.98518,25.57958492,265.315443,329,0,0,117.0834736,202.07,0,648.1534736
n,2015,13,6,"1,320,728",1320728,"8,447",0.0064,188,10223,411,629,MANS,RFCW,8170.656708,13352.07251,17667.33308,39190.0623,"39,190.06",0.02967,7548.147046,128.9794272,492.7373915,0.792842688,13352.07251,0,0,14219.59932,1755.259878,316.5650753,453.133968,41.94536086,54.43473212,826.3947545,318.57,0,0,0,0,0,318.57
n,2016,14,5,"1,332,194",1332194,"8,229",0.00618,188,9951,387,634,MANS,RFCW,8514.474693,12272.6284,17310.79812,38097.90121,"38,097.90",0.0286,7630.301035,142.9488489,741.0120824,0.2127261,12272.6284,0,0,14080.86536,1848.290131,374.535543,198.780848,39.88547841,85.66457654,682.7761765,319.1,0,0,8.173758594,0,0,327.2737586
n,2017,15,4,"1,340,663",1340663,"7,976",0.00595,188,9668,370,596,MANS,RFCW,7944.362826,11880.37952,10288.32883,30113.07117,"30,113.07",0.02246,7546.104305,138.0922645,258.2392081,1.9270482,11880.37952,0,0,6798.22188,2045.952516,627.1346479,45.961216,49.20797604,60.89675717,660.9538342,293.12,0,0,17.53788281,0,0,310.6578828
n,2014,12,7,"1,349,283",1349283,"8,669",0.00642,188,10542,410,606,MANS,RFCW,7932.589175,14129.04294,17725.83357,39787.46569,"39,787.47",0.02949,7789.988022,129.570164,11.10394122,1.9270482,14129.04294,0,0,14296.64223,1764.770015,319.3554221,425.624752,58.32463581,56.25112823,804.865392,299.23,0,0,8.14813625,0,0,307.3781363
n,2013,11,8,"1,349,283",1349283,"8,902",0.0066,188,10800,411,658,MANS,RFCW,7303.572699,12100.57809,18190.07471,37594.2255,"37,594.23",0.02786,6755.662657,129.5851987,416.3977957,1.9270482,12100.57809,0,0,14171.85813,1749.366732,325.3455208,443.307984,50.11958652,101.5912244,1348.485524,306.83,0,0,7.9815,0,0,314.8115
n,2018,16,3,"1,351,072",1351072,"7,755",0.00574,188,9372,360,609,MANS,RFCW,8648.459507,10014.25175,9483.898798,28146.61006,"28,146.61",0.02083,8433.63462,190.2946553,23.46660126,1.0636305,10014.25175,0,0,6528.514763,1710.552229,444.1136743,67.87872,57.07097923,56.50854526,619.259888,432.9,0,1136,82.45,0,0,1650.87
n,2019,17,2,"1,495,637",1495637,"7,598",0.00508,188,9161,352,617,MANS,RFCW,9111.956309,9568.994285,9298.508201,27979.4588,"27,979.46",0.01871,8892.189747,198.6371753,17.56309657,3.5662905,9568.994285,0,0,6143.092792,1733.417821,604.608155,41.65392,53.91625244,90.8436735,630.9755871,265.65,0,0,125.02,0,0,390.67
n,2020,18,1,"1,495,637",1495637,"7,594",0.00508,188,9141,347,638,MANS,RFCW,7772.850428,8922.092431,6928.251103,23623.19396,"23,623.19",0.01579,7586.172935,164.2224469,21.39141617,1.0636305,8922.092431,0,0,4170.415652,1215.176177,310.6487579,30.941344,48.00469804,50.05857806,1103.005896,197.33,0,0,126.12,0,0,323.45
n,2021,19,0,"1,495,637",1495637,"7,825",0.00523,188,9374,407,653,MANS,RFCW,8598.333528,8321.281869,6056.780096,22976.39549,"22,976.40",0.01536,8448.015563,114.1626264,31.47536422,4.6799742,8321.281869,0,0,3614.610933,1018.847066,310.6487579,12.305664,43.28703926,8.693875581,1048.386761,78.48,0,0,70.12,0,0,148.6
o,2007,5,14,"1,331,818",1331818,"4,185",0.00314,42,4570,185,311,NEWE,NEWE,6745.645151,3399.304747,8344.530269,18489.48017,"18,489.48",0.01388,6611.163263,108.899605,25.03920601,0.54307722,3399.304747,0,0,5810.587701,1120.525442,495.9429983,207.2784,239.2501359,134.7506169,336.194975,597,0,0,236,65.9,52,950.9
o,2008,6,13,"1,348,503",1348503,"4,191",0.00311,42,4570,185,311,NEWE,NEWE,6493.847092,3916.830575,8270.850768,18681.52844,"18,681.53",0.01385,6299.490348,135.5361192,58.2775477,0.54307722,3916.830575,0,0,5722.139061,1110.785329,478.5033464,205.8896,231.4039664,134.7506169,387.3788481,593,0,0,176,85,52,906
o,2013,11,8,"1,380,488",1380488,"4,183",0.00303,42,4526,197,315,NEWE,NEWE,6388.016757,3501.868471,5876.431824,15766.31705,"15,766.32",0.01142,5946.965848,174.2652492,263.7399228,3.04573722,3501.868471,0,0,3266.088635,1135.62386,410.4976248,402.6624,207.4408986,103.462231,350.6561743,749,0,0,153,97.5,52,1051.5
o,2012,10,9,"1,380,488",1380488,"4,267",0.00309,42,4649,195,304,NEWE,NEWE,5561.021189,3208.44272,4765.588852,13535.05276,"13,535.05",0.0098,5361.876918,158.8393057,38.40294441,1.9020216,3208.44272,0,0,2592.19285,770.8076103,339.4291831,393.5232,231.7105322,113.9955711,323.9299051,732,0,0,154,97.5,52,1035.5
o,2014,12,7,"1,397,864",1397864,"4,267",0.00305,42,4621,203,323,NEWE,NEWE,7416.444194,3376.524431,5851.714061,16644.68269,"16,644.68",0.01191,7092.093902,189.6008741,130.4948961,4.254522,3376.524431,0,0,3573.512958,1116.483094,438.7112077,291.6032,184.2186337,71.85675,175.3282174,566,0,0,153,97.5,52,868.5
o,2010,8,11,"1,400,111",1400111,"4,405",0.00315,42,4814,185,311,NEWE,NEWE,6450.967523,3456.997054,8629.903695,18537.86827,"18,537.87",0.01324,6259.369899,146.4754888,44.57905813,0.54307722,3456.997054,0,0,6354.197688,1041.302742,535.126694,176.0304,209.1516547,100.425016,213.6695001,507,0,0,127.5,63.8,52,750.3
o,2009,7,12,"1,401,349",1401349,"4,260",0.00304,42,4670,185,311,NEWE,NEWE,6248.136227,3402.28343,8205.63165,17856.05131,"17,856.05",0.01274,6073.826751,117.2741908,56.49220813,0.54307722,3402.28343,0,0,5740.08144,1106.098237,450.9182194,205.8896,231.4039664,134.7506169,336.48957,593,0,0,95,63.75,52,803.75
o,2011,9,10,"1,401,455",1401455,"4,296",0.00307,42,4664,185,311,NEWE,NEWE,6958.242366,3572.125438,5921.542533,16451.91034,"16,451.91",0.01174,6767.577414,158.3708624,31.7510123,0.54307722,3572.125438,0,0,3766.043862,1009.140322,357.3713188,247.2064,214.0301436,106.9651514,220.7853362,712,0,0,137,97.5,52,998.5
o,2015,13,6,"1,448,458",1448458,"4,245",0.00293,42,4590,202,327,NEWE,NEWE,7376.376849,3412.943653,6717.177125,17506.49763,"17,506.50",0.01209,7090.243966,181.8723574,101.227302,3.03322392,3412.943653,0,0,3782.7118,1025.139178,1052.303938,404.9472,177.5681218,96.88238639,177.6245008,786,0,0,100.5,117.9615,52,1056.4615
o,2016,14,5,"1,449,745",1449745,"4,260",0.00294,42,4610,204,323,NEWE,NEWE,7512.497965,3470.510983,5191.882333,16174.89128,"16,174.89",0.01116,7296.945457,179.861951,32.78747087,2.9030856,3470.510983,0,0,2363.620719,988.5021929,1010.205937,385.8848,198.5392325,82.90557535,162.2238761,749,0,0,73.4,312.2,51,1185.6
o,2017,15,4,"1,449,937",1449937,"4,280",0.00295,42,4637,204,323,NEWE,NEWE,7305.11361,3478.622194,5197.279951,15981.01576,"15,981.02",0.01102,7092.683896,175.6562406,36.61080096,0.1626729,3478.622194,0,0,2556.219038,810.2724782,1010.475658,377.852832,208.781059,70.86497536,162.8139114,733.41,0,0,72.33,526,8,1339.86
o,2018,16,3,"1,524,288",1524288,"4,804",0.00315,42,5310,221,332,NEWE,NEWE,7410.413683,3320.268221,6413.708579,17144.39048,"17,144.39",0.01125,7081.304163,175.5571986,151.0496612,2.50266,3320.268221,0,0,3508.617172,961.2935136,1118.866218,366.286592,216.5392726,72.72555013,169.3802612,710.96,0,0,71.92,322,7,1111.57
o,2019,17,2,"1,538,275",1538275,"4,663",0.00303,42,5111,225,339,NEWE,NEWE,7170.800686,3307.901499,6443.265537,16921.96772,"16,921.97",0.011,6993.270663,154.0871112,22.05728977,1.385622736,3307.901499,0,0,3609.875975,680.2986559,1347.097797,350.140224,181.7464864,105.4537982,168.6526007,679.62,0,0,94.2,329,0,1102.82
o,2020,18,1,"1,541,036",1541036,"4,716",0.00306,42,5253,225,339,NEWE,NEWE,6520.194942,3035.884277,3374.165839,12930.24506,"12,930.25",0.00839,6280.134888,145.3170475,93.41349307,1.329513098,3035.884277,0,0,1768.490864,508.8113572,559.5407818,266.3584,103.1055617,13.1454904,154.7133839,517,0,0,97,0,0,614
o,2021,19,0,"1,541,036",1541036,"4,717",0.00306,42,5253,225,339,NEWE,NEWE,6520,3036,3374,12930,"12,930.00",0.00839,6280,146,93,1,3036,0,0,1769,509,559,266,103,13,155,517,0,0,97,0,0,614
p,2014,12,7,"1,372,273",1372273,"4,927",0.00359,75,5746,367,456,NEWE,NEWE,3152.988548,7007.780251,5702.123061,15862.89186,"15,862.89",0.01156,3006.658315,139.4407968,0,6.889435776,7007.780251,0,0,2494.633978,2022.144091,821.7081663,-89.9255,151.6471231,6.158471998,295.7567301,0,1285,79,136.75,0,0,1500.89
p,2015,13,6,"1,529,895",1529895,"5,099",0.00333,75,5922,389,488,NEWE,NEWE,5037.264764,6929.734801,5985.485449,17952.48501,"17,952.49",0.01173,4092.907907,187.3218024,750.1456183,6.889435776,6929.734801,0,0,2416.543901,2011.483749,1160.373546,-92.1725,190.815561,5.979099148,292.4620926,0,1317,78,138.35,0,0,1533.34
p,2020,18,1,"1,550,860",1550860,"5,342",0.00344,76,6205,401,516,NEWE,NEWE,4226.361648,6230.037454,5629.16986,16085.56896,"16,085.57",0.01037,3230.405701,204.487789,784.5787224,6.889435776,6230.037454,0,0,2439.627195,1212.516367,1441.675374,9.3091,190.0288348,3.863453414,332.1495363,0,931,117,167.57,23.2925,18,1256.8825
p,2016,14,5,"1,551,221",1551221,"5,239",0.00338,75,6099,390,496,NEWE,NEWE,3639.4309,6345.733493,7549.74135,17534.90574,"17,534.91",0.0113,3218.690205,231.0208751,182.8303838,6.889435776,6345.733493,0,0,3762.283225,2006.799556,1316.821744,13.0184,147.3929371,5.804951138,297.6205375,0,1302,95,133.2,0,0,1530.21
p,2019,17,2,"1,560,126",1560126,"5,358",0.00343,76,6227,401,516,NEWE,NEWE,4629.764221,7625.137978,9025.749465,21280.65166,"21,280.65",0.01364,3977.242514,230.3480448,415.2842263,6.889435776,7625.137978,0,0,5389.232956,2070.683354,953.5926483,14.5425,190.2940699,3.863453414,403.5404834,0,1454,149,167.7,0,22,1792.72
p,2018,16,3,"1,560,126",1560126,"5,363",0.00344,76,6262,391,497,NEWE,NEWE,4637.087868,7385.563681,7882.241908,19904.89346,"19,904.89",0.01276,3779.757658,211.8194589,638.621316,6.889435776,7385.563681,0,0,4164.860082,2004.408948,1136.410488,14.3782,180.3551946,3.8932221,377.9357728,0,1438,216,158.45,0,14,1826.05
p,2017,15,4,"1,560,126",1560126,"5,241",0.00336,76,6101,389,498,NEWE,NEWE,4044.510677,7499.255294,8351.353383,19895.11935,"19,895.12",0.01275,3297.24816,208.4933894,531.8796915,6.889435776,7499.255294,0,0,3980.748703,2006.019648,1812.395157,12.8323,180.3551946,7.280317804,351.7220624,0,1283,102,147.2,0,0,1532.6
p,2021,19,0,"1,602,753",1602753,"5,386",0.00336,76,6335,366,480,NEWE,NEWE,4018.66,6877.37,5442.05,16338.08,"16,338.08",0.01019,3198.04,118.37,695.36,6.89,6877.37,0,0,3410.35,1403.36,69.22,12,177.98,3.86,365.28,0,1200,2422,142.78,27.8425,31,3823.3625
q,2006,4,15,"1,425,833",1425833,"4,193",0.00294,233,4680,337,574,MAAC,RFCE,4872.351437,10786.5775,8762.644394,24421.57333,"24,421.57",0.01713,4587.818437,245.9279258,25.94548356,12.65959007,10786.5775,0,0,3635.813608,2121.438786,1882.548767,-42.3024,86.52464223,11.81662269,1066.804368,1259,0,0,98.56666667,0,0,1357.566667
q,2007,5,14,"1,425,833",1425833,"4,307",0.00302,233,4816,343,584,MAAC,RFCE,4870.713279,9913.172525,8882.541104,23666.42691,"23,666.43",0.0166,4587.818437,244.2897681,25.94548356,12.65959007,9913.172525,0,0,3684.995403,2126.117362,2051.450859,-42.3024,70.03960033,11.81662269,980.4236563,1259,0,0,98.56666667,0,0,1357.566667
q,2008,6,13,"1,425,833",1425833,"4,484",0.00315,233,4992,365,622,MAAC,RFCE,4934.724361,9853.58655,8325.838059,23114.14897,"23,114.15",0.01621,4623.353231,239.7445326,58.9670081,12.65959007,9853.58655,0,0,3667.556631,2207.646106,1428.036314,-40.5552,76.80704727,11.81662269,974.5305379,1207,0,0,93.33,0,0,1300.33
